player,player_id,position,team_name,2025 Team,Team,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,rank_player_game_count,rank_attempts,rank_avoided_tackles,rank_breakaway_attempts,rank_breakaway_percent,rank_breakaway_yards,rank_designed_yards,rank_drops,rank_elu_recv_mtf,rank_elu_rush_mtf,rank_elu_yco,rank_elusive_rating,rank_explosive,rank_first_downs,rank_gap_attempts,rank_grades_hands_fumble,rank_grades_offense,rank_grades_offense_penalty,rank_grades_pass,rank_grades_pass_block,rank_grades_pass_route,rank_grades_run,rank_grades_run_block,rank_longest,rank_rec_yards,rank_receptions,rank_routes,rank_run_plays,rank_scramble_yards,rank_scrambles,rank_targets,rank_total_touches,rank_touchdowns,rank_yards,rank_yards_after_contact,rank_yco_attempt,rank_ypa,rank_yprr,rank_zone_attempts,rank_declined_penalties,rank_fumbles,rank_penalties
Angel Flores,164493,QB,C MICHIGAN,Central Michigan,Central Michigan,5,61,12,2,18.4,54,0,260,0,0,10,155,47.7,8,20,134,3,40,52,72.9,78.8,65,0,0,68.9,60,37,0,0,0,0,80,33,4,0,57,2,293,179,2.93,4.8,0,16,4,48,88,178,484,232,103,264,415,103,111,543,92,38,17,1141,364,440,179,593,934,449,313,190,685,708,927,239,118,126,742,84,148,92,99,558,584,681,206,1,1262,1
Bill Davis,176332,HB,LA LAFAYET,Louisiana,Louisiana,5,61,11,4,42.9,135,0,315,1,0,11,219,61.7,9,16,207,0,16,83.6,75.7,81,0,55.8,49.1,78.1,58.7,45,0,29,3,36,67,0,0,5,64,3,315,219,3.59,5.2,0.81,45,4,48,105,78,247,62,63,80,415,87,48,431,58,89,167,23,276,259,334,365,854,125,838,138,414,435,372,326,246,251,381,57,90,73,51,334,497,467,17,1,1,1
NaQuari Rogers,160350,HB,UTAH,Utah,Utah,5,60,7,2,16.8,42,0,250,0,0,7,134,24.8,5,23,328,0,36,83.6,70.8,81.6,0,85.9,55.2,72.8,40.3,23,0,43,3,37,94,0,0,3,63,4,250,134,2.23,4.2,1.16,24,4,53,202,178,495,290,110,264,415,169,147,756,196,21,23,23,457,203,334,4,723,279,1166,357,338,435,362,179,246,251,486,60,47,129,171,794,720,355,112,1,1,1
Sutton Smith,162530,HB,MEMPHIS,Memphis,Memphis,5,60,7,7,55.2,232,0,420,0,1,7,203,39.8,12,15,218,1,6,70.2,67.8,81.5,0,41.4,62,68.9,65,64,0,52,8,65,82,0,0,10,68,5,420,203,3.38,7,0.8,54,4,53,202,16,144,13,16,264,257,169,62,614,24,108,419,627,629,215,334,449,398,449,127,50,299,206,197,228,246,251,226,46,24,17,68,397,218,468,11,1,1008,1
Kejon Owens,123640,HB,FIU,Florida International,Florida International,4,60,19,8,55.8,221,0,396,1,0,19,229,113.3,11,17,166,1,27,63.8,78,80.7,0,62.6,66.3,77.9,58.6,47,0,25,4,51,66,0,0,5,64,4,396,229,3.82,6.6,0.49,33,312,53,20,7,139,16,25,80,415,20,40,207,33,72,56,974,189,285,334,309,261,135,846,128,447,371,276,331,246,251,381,57,47,29,43,280,271,571,54,1,1008,1
Zylan Perry,156734,HB,LA LAFAYET,Louisiana,Louisiana,5,59,22,8,61.8,254,0,411,0,1,22,195,115.2,11,14,207,1,16,63.6,76.2,81.9,0,76.1,58.2,78.4,61.9,84,0,33,7,68,74,0,0,8,66,5,411,195,3.31,7,0.49,43,4,56,10,7,109,8,20,264,257,10,69,203,33,124,167,982,252,187,334,111,566,118,177,10,390,234,185,279,246,251,269,49,24,22,75,418,218,571,22,1,1008,1
Jamal Haynes,143918,HB,GA TECH,Georgia Tech,Georgia Tech,5,59,5,4,42.4,132,0,311,2,4,5,182,37.5,7,18,176,0,32,83.5,67,83.1,0,45.8,57.8,70.2,56.4,47,0,124,15,65,117,0,0,18,74,3,311,182,3.08,5.3,1.91,24,4,56,286,78,250,68,67,18,68,248,88,633,123,59,35,27,672,87,334,426,584,372,974,128,137,80,197,105,246,251,111,32,90,77,95,476,471,182,112,1,1,1
Jekail Middlebrook,170487,HB,MIDDLE TN,Middle Tennessee,Middle Tennessee,5,59,17,3,39.1,133,0,340,0,6,17,263,133.1,8,16,224,1,19,69.3,75.7,25.8,0,57.8,70.2,77.9,89.6,72,1,146,18,140,73,0,0,29,77,2,340,263,4.46,5.8,1.04,36,4,56,29,122,277,66,50,264,25,27,26,161,92,89,117,687,276,1229,334,354,173,135,2,34,114,49,22,282,246,251,39,27,148,58,28,199,389,391,38,1,1008,1081
Landon Sims,146065,HB,HAWAII,Hawaii,Hawaii,6,59,11,2,14.1,34,0,241,2,9,11,179,74.9,6,13,180,1,14,65.5,72.8,83.2,0,78.1,72,69.7,73.7,19,0,195,22,99,75,0,0,26,81,1,241,179,3.03,4.1,1.97,36,1,56,105,178,519,329,115,18,8,87,91,362,151,144,187,903,367,80,334,74,144,400,43,448,83,23,99,276,246,251,54,21,284,136,99,488,735,172,38,1,1008,1
Gavin Garcia,156916,HB,KENT STATE,Kent State,Kent State,4,58,7,0,0,0,0,168,0,0,7,144,29,0,5,201,1,36,62.8,57.3,79,0,48.5,60.9,57.6,56.1,9,1,42,2,44,71,0,0,5,60,0,168,144,2.48,2.9,0.95,22,312,60,202,562,562,562,209,264,415,169,129,714,812,399,23,991,1129,422,334,408,427,1134,985,812,344,502,321,302,246,251,381,71,550,242,149,716,978,428,130,1,1008,1081
Jeremiah Cobb,172443,HB,AUBURN,Auburn,Auburn,5,58,16,5,40.9,165,0,403,0,0,16,232,106.7,7,20,115,0,20,83.3,76.9,81.9,0,31,52.6,83.6,56.5,46,0,11,2,69,78,0,0,3,60,4,403,232,4,6.9,0.16,38,4,60,39,46,259,37,23,264,415,36,38,234,123,38,110,31,225,187,334,500,813,38,967,134,561,502,182,255,246,251,486,71,47,26,41,234,244,658,31,1,1,1
Tae Meadows,156865,HB,TROY,Troy,Troy,4,58,10,4,36.2,122,0,337,0,0,10,225,65.8,9,14,318,0,25,83.3,78.5,80.8,0,77.1,54.2,80.7,59.2,47,0,12,1,60,73,0,0,2,59,2,337,225,3.88,5.8,0.2,33,312,60,126,78,318,84,53,264,415,103,45,403,58,124,72,31,171,277,334,94,776,73,786,128,545,580,219,282,246,251,553,78,148,61,48,270,389,647,54,1,1,1
Turbo Richard,190199,HB,BOSTON COL,Boston College,Boston College,4,58,13,2,29.9,98,0,328,1,6,13,252,111.6,5,19,121,2,40,46.2,69.5,16.7,0,33.2,59,75.5,58.1,71,1,167,16,114,64,0,0,20,74,4,328,252,4.34,5.7,1.46,18,312,60,70,178,376,118,59,80,25,60,29,213,196,47,17,1172,534,1248,334,486,534,197,884,37,102,66,56,352,246,251,94,32,47,67,31,210,410,279,171,1,1196,1081
Makhi Frazier,190321,HB,MICH STATE,Michigan State,Michigan State,4,58,10,4,27,75,0,278,0,0,10,148,41.2,10,12,223,0,20,83.6,73.8,82,0,53.9,57,74.7,58.6,28,0,-8,4,37,68,0,0,5,62,2,278,148,2.55,4.8,-0.22,38,312,60,126,78,403,165,87,264,415,103,121,603,49,163,110,23,326,175,334,377,632,219,846,268,1306,371,362,319,246,251,381,63,148,99,140,677,584,1295,31,1,1,1
Coleman Bennett,142986,HB,KENNESAW,Kennesaw State,Kennesaw State,5,58,17,5,37.5,109,0,291,1,1,17,209,101.3,8,16,200,0,34,83.5,69.8,80.8,0,48.1,58,73.4,48.9,30,0,49,6,53,92,0,0,9,64,2,291,209,3.6,5,0.92,23,4,60,29,46,298,103,81,80,257,27,55,251,92,89,30,27,521,277,334,411,577,262,1107,247,307,279,265,187,246,251,248,57,148,93,61,330,530,437,120,1,1,1
Brendon Lewis,131687,QB,MEMPHIS,Memphis,Memphis,5,57,17,7,30.7,129,0,256,0,0,7,106,57.3,15,26,218,3,9,45.1,82.3,84.2,72.5,0,60,79.4,60,22,1,0,0,1,173,164,21,0,36,6,420,196,3.44,7.4,0,17,4,66,29,16,370,71,106,264,415,169,203,458,6,9,313,1177,95,24,113,593,451,90,313,377,685,708,843,9,6,7,742,216,14,17,74,377,186,681,190,1,1262,1081
Adam Randall,156252,HB,CLEMSON,Clemson,Clemson,4,57,10,4,34.2,114,0,333,0,1,10,181,49.9,11,17,140,2,32,46.1,69,82.2,0,31.2,62.5,75.1,48.4,39,0,81,13,110,83,0,0,14,70,3,333,181,3.18,5.8,0.74,25,312,66,126,78,333,95,56,264,257,103,89,524,33,72,35,1173,564,153,334,499,380,207,1115,175,205,110,66,223,246,251,154,39,90,64,97,448,389,489,106,1,1196,1
TJ Harden,162457,HB,SMU,SMU,SMU,4,57,11,2,24.9,77,0,309,0,3,11,184,72.9,6,20,287,0,21,83.4,80.9,80.1,0,68.6,69.8,80.4,59.4,40,0,24,5,51,66,0,0,5,62,5,309,184,3.23,5.4,0.47,35,312,66,105,178,422,160,68,264,109,87,85,369,151,38,99,29,112,347,334,246,179,75,757,165,453,310,276,331,246,251,381,63,24,78,92,434,452,579,44,1,1,1
Jake Retzlaff,70874,QB,TULANE,Tulane,Tulane,5,56,6,4,32.8,124,0,209,0,0,3,51,9.1,12,18,319,4,11,44.1,78.1,83.9,75.7,0,49.6,69.4,60.2,69,1,0,0,4,162,169,15,0,41,7,378,142,2.54,6.8,0,19,4,69,239,78,352,81,147,264,415,369,384,877,24,59,250,1181,182,37,80,593,849,416,258,41,685,708,756,19,5,21,742,175,6,36,155,681,251,681,163,1,1286,1081
Jalen Buckley,163158,HB,W MICHIGAN,Western Michigan,Western Michigan,4,56,6,1,15.1,26,0,172,2,0,6,159,27,2,10,347,0,38,83,63.5,81.6,0,45.8,47.9,67.2,54.7,26,0,51,7,43,82,0,0,9,63,0,172,159,2.84,3.1,1.19,18,312,69,239,299,507,366,203,18,415,203,104,736,414,200,21,33,860,203,334,426,864,539,1027,297,302,234,331,228,246,251,248,60,550,236,119,581,926,345,171,1,1,1
Alex Tecza,162587,HB,NAVY,Navy,Navy,4,56,9,6,51.9,195,0,376,0,5,9,278,113.9,8,24,237,0,28,83,79.6,84.5,0,83.5,87.9,81,47.5,65,1,62,5,28,157,0,0,5,61,4,376,278,4.96,6.7,2.21,9,312,69,152,27,172,26,32,264,42,129,21,206,92,15,49,33,134,13,334,21,17,65,1125,48,254,310,447,21,246,251,381,66,47,37,21,149,262,132,349,1,1,1081
LJ Martin,175035,HB,BYU,BYU,BYU,4,55,16,6,53.5,214,0,395,0,1,16,275,139.3,13,20,128,0,15,83.4,78.5,82.4,0,54.3,70.7,79.3,60.5,49,0,56,6,58,97,0,0,7,61,1,400,275,5,7.3,0.97,40,312,72,39,27,160,19,26,264,257,36,23,154,19,38,178,29,171,135,334,373,168,92,228,116,279,279,230,166,246,251,304,66,284,27,23,133,191,420,25,1,1,1
Kaelon Black,138448,HB,INDIANA,Indiana,Indiana,5,55,10,5,46.4,157,0,338,0,0,10,162,53.6,9,15,190,1,28,60.5,70.6,80,0,34.4,50.8,72.8,60.4,40,1,0,0,38,64,0,0,0,55,2,338,162,2.95,6.1,0,26,4,72,126,46,222,45,52,264,415,103,103,492,58,108,49,1089,470,353,334,483,835,279,235,165,685,708,357,352,246,251,742,92,148,60,118,550,325,681,96,1,1008,1081
Bryson Barnes,131845,QB,UTAH ST,Utah State,Utah State,5,54,8,3,17.7,63,0,200,0,0,6,110,50.9,15,19,329,3,22,46.4,81.8,64.5,79.7,0,57.2,69.5,60.5,24,1,0,0,1,128,156,18,0,36,6,356,151,2.8,6.6,0,5,4,74,177,122,492,206,160,264,415,203,196,509,6,47,89,1171,101,1126,53,593,622,408,228,337,685,708,843,72,9,12,742,216,14,42,135,593,271,681,481,1,1262,1081
Le'Veon Moss,158664,HB,TEXAS A&M,Texas A&M,Texas A&M,4,54,9,3,26.3,79,0,300,0,0,9,205,62.1,11,17,312,0,21,82.9,72.8,79.9,0,19.9,51.8,76.1,55.9,38,0,-2,1,47,65,0,0,3,55,5,300,205,3.8,5.6,-0.04,33,312,74,152,122,405,156,75,264,415,129,59,426,33,72,99,35,367,358,334,547,823,175,990,179,1295,580,303,339,246,251,486,92,24,84,65,282,425,1292,54,1,1,1
Jackson Arnold,173684,QB,AUBURN,Auburn,Auburn,5,54,14,2,15.6,48,0,126,0,0,3,67,22.3,10,25,115,2,17,54.4,70.2,67.3,62,62.2,0,74.1,60,27,2,0,0,0,132,181,24,0,30,5,307,140,2.59,5.7,0,2,4,74,62,178,504,256,283,264,415,369,320,773,49,13,147,1129,496,1088,191,315,934,240,313,283,685,708,927,62,3,1,742,273,24,79,160,661,410,681,637,1,1196,1249
Telly Johnson Jr.,188420,HB,N ILLINOIS,Northern Illinois,Northern Illinois,4,53,9,2,42.1,106,0,252,2,3,9,143,55.8,3,8,254,1,22,60.7,63.3,80.8,0,32.4,47.1,67.2,55.1,74,0,29,5,44,67,0,0,9,58,1,252,143,2.7,4.8,0.66,28,312,77,152,178,253,107,109,18,109,129,132,472,327,263,89,1088,870,277,334,489,870,539,1015,29,414,310,321,326,246,251,248,81,284,127,151,623,584,510,84,1,1008,1
Jalen Dupree,191053,HB,COLO STATE,Colorado State,Colorado State,4,53,8,4,30.3,81,0,267,1,1,8,157,43.7,6,10,144,0,19,82.6,64.8,79.8,0,55.7,55.4,66.2,65.5,27,0,63,8,64,70,0,0,9,61,1,267,157,2.96,5,0.98,33,312,77,177,78,373,152,95,80,257,150,106,580,151,200,117,40,791,364,334,366,714,587,122,283,250,206,201,307,246,251,248,66,284,111,122,547,530,418,54,1,1,1
Chubba Purdy,122412,QB,NEVADA,Nevada,Nevada,4,53,13,3,22.5,67,0,143,0,0,5,68,29.4,9,15,239,0,18,78.2,60.2,82,55.5,0,46.3,63.8,60,30,0,0,0,2,110,155,19,0,34,2,298,134,2.53,5.6,0,10,312,77,70,122,447,197,251,264,415,248,316,711,58,108,135,199,996,175,264,593,874,702,313,247,685,708,812,122,10,9,742,236,148,88,171,684,425,681,328,1,1,1
Trinidad Chambliss,178723,QB,OLE MISS,Ole Miss,Ole Miss,5,53,4,2,22,57,0,196,0,0,4,148,28,9,16,226,0,30,80.1,90.2,82.9,87.9,0,0,74.2,60.1,41,0,0,0,0,132,63,7,0,46,2,259,165,3.11,4.9,0,5,4,77,339,178,451,223,168,264,415,298,121,728,58,89,41,115,24,101,18,593,934,236,273,158,685,708,927,62,72,90,742,142,148,123,113,469,567,681,481,1,1,1
Devon Dampier,171556,QB,UTAH,Utah,Utah,5,52,13,3,20.5,56,0,182,0,0,9,81,45.6,5,16,328,4,27,36.7,73.9,84.6,75.3,0,0,60.8,60.8,23,0,0,0,0,167,91,12,0,40,2,273,109,2.1,5.3,0,9,4,81,70,122,467,225,188,264,415,129,268,558,196,89,56,1209,325,12,85,593,934,925,211,357,685,708,927,14,37,41,742,180,148,105,230,831,471,681,349,1,1286,1
Caden Durham,184449,HB,LSU,LSU,LSU,4,52,6,3,42.3,90,0,213,1,1,6,151,33.9,3,10,211,0,21,82.8,71.7,81.1,0,58.6,55.1,74.2,59.9,51,0,39,8,47,64,0,0,11,60,2,213,151,2.9,4.1,0.83,31,312,81,239,122,252,133,145,80,257,203,116,667,327,200,99,38,409,251,334,347,730,236,704,108,361,206,303,352,246,251,203,71,148,171,135,564,735,459,68,1,1,1
Star Thomas,156926,HB,TENNESSEE,Tennessee,Tennessee,5,52,13,5,34.8,104,0,299,1,4,13,190,109,11,19,307,0,30,82.5,81.7,79.9,0,70.5,60.7,83.4,58.9,27,0,53,5,50,58,0,0,6,57,4,299,190,3.65,5.8,1.06,22,4,81,70,46,327,109,77,80,68,60,77,228,33,47,41,45,103,358,334,213,431,40,817,283,293,310,282,397,246,251,339,84,47,87,83,318,389,386,130,1,1,1
Nicholas Singleton,164188,HB,PENN STATE,Penn State,Penn State,4,52,6,1,8,16,0,200,0,1,6,121,27.1,5,19,266,0,29,82.5,66.5,81.4,0,84.8,61.4,65.8,63.1,16,0,73,8,59,64,0,0,10,60,5,200,121,2.33,3.8,1.24,21,312,81,239,299,555,489,160,264,257,203,168,735,196,47,47,45,695,223,334,8,413,614,155,520,224,206,225,352,246,251,226,71,24,187,198,757,826,332,141,1,1,1
Kyron Drones,144506,QB,VA TECH,Virginia Tech,Virginia Tech,5,52,7,3,30.8,76,0,172,0,0,4,133,36.8,6,19,337,3,18,49.9,73,84.3,69.5,0,0,68.2,60,32,0,0,0,0,137,75,14,0,38,4,247,163,3.13,4.8,0,14,4,81,202,122,367,163,203,264,415,298,150,642,151,47,135,1155,358,19,140,593,934,488,313,227,685,708,927,47,53,27,742,193,47,131,117,464,584,681,240,1,1262,1
OJ Arnold,158336,HB,GA SOUTHRN,Georgia Southern,Georgia Southern,5,51,12,3,31.4,95,0,303,2,0,12,192,85.2,7,13,174,1,41,59.3,72.7,80.6,72.6,64.3,40.3,76.2,78.8,41,0,13,2,65,65,0,0,4,53,3,303,192,3.76,5.9,0.2,9,4,86,88,122,364,124,73,18,415,76,74,322,123,144,15,1098,373,295,111,292,897,173,22,158,537,502,197,339,246,251,428,101,90,82,81,296,369,647,349,1,1008,1
Jevon Jackson,149110,HB,UAB,UAB,UAB,4,51,10,4,45.1,125,0,277,0,1,10,173,61.2,7,16,321,0,15,82.6,77.5,80.4,0,51.4,71.9,75.9,73,48,0,59,10,43,56,0,0,11,61,3,277,173,3.39,5.4,1.37,36,312,86,126,78,231,79,88,264,257,103,94,433,123,89,178,40,203,315,334,393,145,182,48,125,265,172,331,408,246,251,203,66,90,100,104,394,452,298,38,1,1,1
Cameron Dickey,184897,HB,TEXAS TECH,Texas Tech,Texas Tech,4,51,11,4,31.4,75,0,239,0,1,11,168,70.6,7,21,315,1,19,59.9,76.9,79.4,0,57.9,64.4,78.8,49.8,24,0,30,5,48,58,0,0,5,56,6,239,168,3.29,4.7,0.63,31,312,86,105,78,364,165,118,264,257,87,98,384,123,31,117,1094,225,396,334,353,322,106,1098,337,408,310,295,397,246,251,381,90,14,139,109,421,606,524,68,1,1008,1
London Montgomery,170288,HB,E CAROLINA,East Carolina,East Carolina,5,51,7,1,15.8,33,0,209,1,2,7,123,40.2,3,15,156,0,18,82.5,64.9,80.9,0,21.1,51.9,70,57.2,33,0,41,3,58,59,0,0,6,54,2,209,123,2.41,4.1,0.71,32,4,86,202,299,502,333,147,80,167,169,163,611,327,108,135,45,787,269,334,543,822,382,933,217,351,435,230,389,246,251,339,96,148,174,193,731,735,496,63,1,1,1
Jordan Gant,159654,HB,AKRON,Akron,Akron,5,51,13,6,38.7,116,0,300,0,0,13,193,92.8,9,16,102,0,6,82.4,77.2,81.2,0,81.2,52.8,80.8,52.2,27,0,1,2,60,79,0,0,4,53,3,300,193,3.78,5.9,0.02,45,4,86,70,27,283,89,75,264,415,60,71,294,58,89,419,48,214,244,334,42,810,70,1073,283,678,502,219,249,246,251,428,101,90,84,79,290,369,679,17,1,1,1
Davon Booth,174754,HB,MISS STATE,Mississippi State,Mississippi State,5,51,7,3,22.7,47,0,207,0,0,7,139,35.3,6,17,227,0,24,82.9,80.2,80.3,0,35.3,67.6,81.7,56.4,16,0,29,3,47,65,0,0,3,54,4,207,139,2.73,4.1,0.62,27,4,86,202,122,446,260,149,264,415,169,139,658,151,72,76,35,125,329,334,480,227,56,974,520,414,435,303,339,246,251,486,96,47,175,161,617,735,527,90,1,1,1
Myles Montgomery,144232,HB,UCF,UCF,UCF,4,51,11,3,38.8,104,0,268,1,2,11,185,81.3,7,14,323,0,17,82.8,74.6,81.6,0,30.7,66.7,76.5,64,45,0,107,7,68,78,0,0,9,58,1,268,185,3.63,5.3,1.57,34,312,86,105,122,279,109,93,80,167,87,84,329,123,124,147,38,299,203,334,501,248,166,141,138,163,234,185,255,246,251,248,81,284,109,90,324,471,256,49,1,1,1
Kenyon Clay,156837,HB,ARK STATE,Arkansas State,Arkansas State,5,51,7,0,0,0,0,166,0,1,7,115,27.3,4,14,113,2,11,41.4,62.8,81,0,39.8,56.2,67.2,46.6,14,0,54,15,90,65,0,0,17,66,1,166,115,2.25,3.3,0.6,40,4,86,202,562,562,562,215,264,257,169,182,734,251,124,250,1193,889,259,334,458,677,539,1136,592,288,80,122,339,246,251,124,49,284,249,215,784,902,533,25,1,1196,1
Javin Gordon,199370,HB,TULANE,Tulane,Tulane,5,50,15,2,20,47,0,235,1,2,15,171,111.8,6,13,319,0,21,82.4,77.7,81.5,0,46.6,39,84.1,55,25,0,21,2,47,64,0,0,4,52,3,235,171,3.42,4.7,0.45,29,4,94,53,178,471,260,122,80,167,48,95,211,151,144,99,48,198,215,334,421,904,37,1017,312,467,502,303,352,246,251,428,110,90,144,106,385,606,588,76,1,1,1
Miles Davis,122056,HB,UTAH ST,Utah State,Utah State,5,50,13,6,60.2,189,0,314,0,1,13,238,101,8,11,329,0,19,82.6,75.8,82.1,0,44.1,89.5,71.6,52.2,58,0,128,16,75,88,0,0,16,66,2,314,238,4.76,6.3,1.71,31,4,94,70,27,116,28,66,264,257,60,35,252,92,179,117,40,272,168,334,435,10,318,1073,72,129,66,162,204,246,251,133,49,148,76,37,159,300,222,68,1,1,1
Ismail Mahdi,161419,HB,ARIZONA,Arizona,Arizona,4,50,5,8,58.6,204,0,348,0,3,5,105,29.5,11,17,109,0,16,82.4,75.3,81.3,0,74.4,65.7,75.9,66.5,60,0,64,7,67,65,0,0,7,57,1,348,105,2.1,7,0.96,34,312,94,286,7,125,22,44,264,109,248,207,708,33,72,167,48,284,234,334,143,276,182,108,66,246,234,188,339,246,251,304,84,284,50,236,831,218,423,49,1,1,1
Qua Ashley,160363,HB,BALL ST,Ball State,Ball State,4,50,13,5,58.8,170,0,289,0,3,13,208,110.9,7,9,117,0,18,82.6,68.4,82.1,0,43.5,68.9,68.7,60.4,72,0,47,10,32,73,0,0,11,60,3,289,208,4.16,5.8,1.47,32,312,94,70,46,122,35,82,264,109,60,56,217,123,230,135,40,596,168,334,436,197,458,235,34,317,172,415,282,246,251,203,71,90,94,62,225,389,277,63,1,1,1
Jay Ducker,130550,HB,TEMPLE,Temple,Temple,4,50,10,6,57.8,182,0,315,0,1,10,131,51.5,7,16,306,0,13,82.3,77.9,80.7,0,55.7,60.6,78.9,60.3,55,0,25,6,35,73,0,0,7,56,2,315,131,2.62,6.3,0.71,37,312,94,126,27,128,29,63,264,257,103,152,505,123,89,202,54,192,285,334,366,434,102,245,86,447,279,384,282,246,251,304,90,148,73,179,651,300,496,34,1,1,1
Broc Lowry,173383,QB,W MICHIGAN,Western Michigan,Western Michigan,5,50,7,2,14.9,41,0,191,0,0,5,139,45.7,5,20,347,2,23,53,77.4,82.7,67.7,0,60,76,60,25,0,0,0,1,136,84,11,0,39,5,275,172,3.44,5.5,0,11,4,94,202,178,510,297,174,264,415,248,139,557,196,38,81,1134,209,119,156,593,451,180,313,312,685,708,843,49,40,50,742,189,24,102,105,377,436,681,300,1,1196,1
Clay Thevenin,198671,HB,LA TECH,Louisiana Tech,Louisiana Tech,5,50,17,3,30.4,70,1,230,0,0,17,158,99.5,8,16,208,0,21,82.6,85.2,79.2,0,43.5,79.9,84.4,53.9,33,1,26,4,26,73,0,0,4,54,3,230,158,3.16,4.6,1,27,4,94,29,122,372,187,129,264,415,27,105,278,92,89,99,40,61,405,334,436,54,35,1042,217,434,371,458,282,246,251,428,96,90,150,121,456,632,401,90,1280,1,1081
Taylen Green,145996,QB,ARKANSAS,Arkansas,Arkansas,5,50,12,4,32.6,156,0,305,0,0,6,144,66.7,22,30,111,0,26,79,90.3,83.9,78,0,0,90.5,60,64,0,0,0,0,135,174,14,0,36,2,479,219,4.38,9.6,0,7,4,94,88,78,353,46,72,264,415,203,129,396,2,5,65,171,22,37,66,593,934,7,313,50,685,708,927,52,4,27,742,216,148,12,51,209,87,681,409,1,1,1
Braylon McReynolds,157876,HB,LA MONROE,Louisiana-Monroe,Louisiana-Monroe,4,49,22,5,52.4,173,0,330,0,1,22,282,249.7,13,13,209,0,16,82.3,85.2,81.3,0,85.3,78.4,82,57.2,74,0,19,4,19,55,0,0,4,53,2,330,282,5.76,6.7,1,30,312,102,10,46,171,34,58,264,257,10,18,66,19,144,167,54,61,234,334,7,63,54,933,29,481,371,535,413,246,251,428,101,148,66,18,97,262,401,73,1,1,1
CharMar Brown,174409,HB,MIAMI FL,Miami (FL),Miami (FL),4,49,10,0,0,0,0,191,0,1,10,145,57.1,4,13,220,0,27,82.1,74.2,79.3,0,79.9,78.8,70.2,58.4,12,0,75,8,37,60,0,0,8,57,4,191,145,2.96,3.9,2.03,22,312,102,126,562,562,562,174,264,257,103,126,460,251,144,56,57,313,399,334,57,61,372,854,674,218,206,362,377,246,251,269,84,47,204,146,547,810,165,130,1,1,1
Dante Dowdell,174131,HB,KENTUCKY,Kentucky,Kentucky,4,49,4,3,46.2,110,0,238,0,1,4,123,24.1,3,13,202,0,31,82.4,75.3,80.1,0,81.5,63.3,75.3,48.5,79,0,10,3,29,60,0,0,3,52,1,238,123,2.51,4.9,0.34,15,312,102,339,122,223,99,120,264,257,298,163,757,327,144,39,48,284,347,334,38,358,200,1113,11,568,435,439,377,246,251,486,110,284,141,193,688,567,609,222,1,1,1
DeSean Bishop,174717,HB,TENNESSEE,Tennessee,Tennessee,5,49,15,5,47.5,159,0,335,2,1,15,234,146.9,7,17,307,0,28,82.1,77.5,80.4,0,69.6,36,83.1,58.2,50,0,44,3,44,56,0,0,5,52,4,335,234,4.78,6.8,1,21,4,102,53,46,206,41,55,18,257,48,36,144,123,72,49,57,203,315,334,242,911,44,876,111,331,435,321,408,246,251,381,110,47,63,39,158,251,401,141,1,1,1
Abu Sama III,174686,HB,IOWA STATE,Iowa State,Iowa State,5,49,17,2,27.6,59,0,214,0,0,17,138,92.1,5,12,193,0,22,82.4,73.3,79.8,0,37.4,55,74.8,57.7,44,0,11,3,30,66,0,0,4,52,2,214,138,2.82,4.4,0.37,27,4,102,29,178,398,217,144,264,415,27,142,295,196,163,89,48,344,364,334,473,735,215,910,143,561,435,430,331,246,251,428,110,148,170,164,586,674,604,90,1,1,1
Braylon Braxton,144442,QB,SO MISS,Southern Miss,Southern Miss,5,49,10,2,16.1,35,1,93,0,0,3,68,30.2,6,17,296,1,6,78.2,73.1,67.8,68.2,0,0,72.4,60,19,4,0,0,0,145,125,23,0,26,1,218,165,3.37,4.4,0,7,4,102,126,178,498,324,367,264,415,369,316,700,151,72,419,199,353,1074,151,593,934,296,313,448,685,708,927,36,17,2,742,318,284,165,113,399,674,681,409,1280,1008,1304
Jadan Baugh,184417,HB,FLORIDA,Florida,Florida,4,49,21,5,33.6,97,0,289,0,6,21,197,184,9,17,163,0,13,82.4,77.1,82.5,0,48.1,69,80,58.4,26,0,68,10,92,56,0,0,10,59,2,289,197,4.02,5.9,0.74,36,312,102,15,46,339,120,82,264,25,15,65,107,58,72,202,48,218,132,334,411,193,80,854,297,235,172,113,408,246,251,226,78,148,94,71,233,369,489,38,1,1,1
Dylan Riley,190996,HB,BOISE ST,Boise State,Boise State,4,48,9,5,59.7,215,0,360,0,1,9,282,113,7,10,120,0,27,82,78.1,80,0,80.1,69.7,76.2,60,77,0,89,4,25,51,0,0,4,52,5,360,282,5.88,7.5,3.56,20,312,109,152,46,117,18,36,264,257,129,18,208,123,200,56,62,182,353,334,54,182,173,313,15,192,371,467,438,246,251,428,110,24,40,18,94,180,43,153,1,1,1
