player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Team,teamid,2025 Team,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
J'Dan Burnett,145260,ED,TULSA,6,5,1,0,0,1,320,0,0,63.6,91.1,51.1,91.3,80.3,83.4,1,8,0,0,0,0,0,0,1,0,0,6,0,1,0,1,245,244,0,2,180,62,0,1,126,118,0,11,8,3,0,15,0,0,0,0,Tulsa,320,Tulsa,199,738,66,64,341,32,1498,20,3727,21,279,196,489,208,66,505,2413,1002,9,16,2802,1473,3176,904,175,890,1272,158,87,1376,3120,200,737,2490,434,1653,116,2628,113,1,1,1,1,3245,1,1,1,29,17,29
Jaydyn Johnson,145286,LB,MARSHALL,3,0,0,100,0,0,214,0,0,74.2,85.4,72.3,55.4,83.4,78.7,0,1,0,0,7,0,0,0,0,95.8,1,0,0,18,0,5,18,0,0,0,0,0,0,18,3,10,0,3,4,0,1,1,0,7,10,7,Marshall,0,Marshall,3247,3291,425,428,341,32,349,84,3157,3144,147,678,1190,1587,66,505,2144,1002,1154,16,1540,1473,2709,3837,3532,890,1455,3016,1394,1376,2308,2783,3722,2490,2065,2501,1707,2167,1908,3917,1,1,1,1,3400,2104,1,2329,2758,2629
Jakobe Thomas,145309,S,MIAMI FL,5,3,0,46.7,0,2,220,1,0,68.8,73.9,82.8,87,69.7,48.7,1,2,0,1,65,25,6,2,1,83.9,7,2,0,91,1,120,237,14,0,0,14,0,94,223,13,104,37,8,15,1,15,5,2,112,44,16,Miami (FL),220,Miami (FL),2191,1362,425,8,23,32,788,695,649,67,1417,3340,489,1135,66,109,85,179,188,16,637,1128,748,980,1954,890,1455,1165,1394,242,770,1870,1032,533,763,808,700,523,780,2316,1,3759,4173,3245,3010,3582,4324,3986,3789,4133
Parker Hughes,145312,LB,MIDDLE TN,6,10,0,68.8,0,1,224,0,0,64.7,73.6,81.9,66.1,77.2,79.9,1,3,0,0,53,8,4,2,0,116.7,11,0,0,336,1,154,372,11,0,0,11,0,0,361,29,189,24,17,36,3,16,4,1,140,81,12.7,Middle Tennessee,224,Middle Tennessee,199,149,425,64,341,32,1299,732,914,982,496,510,489,854,66,505,183,179,1154,16,20,1128,423,107,2105,890,1455,1288,1394,1376,113,1364,54,760,120,45,116,465,965,3180,1,2043,3689,1,3962,4041,3728,4191,4279,3733
Damonte Smith,145315,DI,MIDDLE TN,6,0,1,0,0,1,224,0,0,62.6,86.5,81.5,83.2,79.8,32.7,2,13,0,1,0,28,7,0,0,0,0,3,0,1,0,0,254,253,0,204,4,45,0,1,115,139,0,16,18,4,0,18,0,0,0,0,Middle Tennessee,224,Middle Tennessee,199,3291,66,64,341,32,1688,69,1068,95,306,3853,226,48,66,109,2413,1002,83,16,2802,1473,3462,835,150,890,39,1871,158,1376,3120,281,400,2490,148,600,42,2628,60,1,1,3999,4311,1,1,1,1,29,17,29
Dillion Williams,145331,S,FAU,6,6,0,50,0,0,165,0,0,56.3,64.7,84,55.2,78.9,79.1,0,2,0,0,21,10,4,2,1,65,5,0,0,117,2,166,315,9,0,0,9,0,179,306,6,143,8,12,30,2,10,2,0,51,15,10.2,Florida Atlantic,165,Florida Atlantic,199,539,425,428,341,32,3131,2294,337,3190,357,607,1190,1135,66,505,1156,179,1154,16,480,970,321,374,2216,890,1455,1394,1394,55,326,2348,346,1390,352,122,294,917,1480,2338,1,2262,3689,3245,2539,3258,1,3271,2974,3294
Fatafehi Vailea II,145336,DI,N TEXAS,4,9,0,0,0,1,251,0,0,60,60,81.3,54.4,61.1,79.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,39,105,0,11,0,0,53,102,0,4,7,0,0,1,0,0,0,0,North Texas,251,North Texas,2805,209,425,64,341,32,2326,3262,1127,3321,2925,523,1190,1587,66,505,2413,1002,1154,16,3165,1473,3462,1785,632,181,287,3016,618,1376,3417,950,1065,2490,1726,1823,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Sifa Leota,145338,LB,LA TECH,6,7,3,100,0,0,208,0,0,52.3,77.5,0,88.6,86.1,66.6,3,11,0,1,25,13.3,4,0,2,79.2,9,0,0,283,0,132,302,18,0,0,18,0,0,284,59,111,1,14,19,1,9,14,0,138,80,15.3,Louisiana Tech,208,Louisiana Tech,199,389,2,428,341,32,3444,361,4253,60,80,2186,106,97,66,109,937,1002,1154,16,70,1473,643,458,1815,890,1455,1031,1394,1376,450,877,874,2208,220,542,700,1008,143,3917,1,2671,3689,4109,2794,3826,1,4179,4266,4083
Tahj Ra-El,145366,S,PURDUE,6,13,0,66.7,0,0,273,0,0,56.8,62,0,54.6,81.4,71.9,0,2,0,0,37,13,7,0,4,97.4,10,0,0,134,2,193,364,4,0,0,4,0,168,360,5,166,56,11,34,2,15,2,0,143,96,14.3,Purdue,273,Purdue,199,58,425,428,341,32,3076,2879,4253,3295,224,1735,1190,1135,66,505,494,1002,1154,16,394,970,133,140,2663,890,1455,1871,1394,69,114,2454,157,311,434,68,294,523,1480,2977,1,2654,4311,4506,3481,3943,1,4206,4383,3970
Amorie Morrison,145369,ED,UAB,6,3,0,0,0,0,321,0,0,63.4,63.4,53.8,56.6,66.7,35.3,0,2,0,0,0,21.1,4,0,1,0,0,0,0,1,0,9,267,266,0,28,164,74,0,1,98,160,0,7,12,1,0,2,0,0,0,0,UAB,321,UAB,199,1362,425,428,341,32,1532,2586,3703,2898,1900,3808,1190,1135,66,505,2413,1002,1154,16,2802,1473,2414,720,102,890,699,200,57,1376,3120,446,195,2490,949,1093,700,2628,1480,1,1,3564,3689,3245,1,1,1,29,17,29
Jason Henderson,145379,LB,DOMINION,1,0,0,100,0,0,263,0,0,65.9,64.9,77.4,55.6,63.1,51.8,0,0,0,0,6,28.6,2,0,0,91.7,1,0,0,54,0,17,55,0,0,0,0,0,0,55,3,35,1,3,5,1,1,0,0,6,2,6,Old Dominion,263,Old Dominion,4155,3291,425,428,341,32,1100,2242,2176,3101,2544,3163,1190,2336,66,505,2196,1002,1154,16,913,1473,2048,3009,3532,890,1455,3016,1394,1376,1737,2783,2686,2208,2065,2272,700,2167,2602,3917,1,4004,2682,1,3226,2104,1,2288,2280,2460
Kris Trinidad,145380,ED,DOMINION,6,3,1,0,0,0,263,0,0,65.3,71.8,83.7,67.1,67.8,59.1,1,10,0,0,0,15,3,0,0,0,0,2,0,0,0,2,270,270,0,15,185,70,0,0,139,129,0,9,14,4,0,13,0,0,0,0,Old Dominion,263,Old Dominion,199,1362,66,428,341,32,1198,963,399,878,1724,2691,489,128,66,505,2413,1002,188,16,3165,1473,3050,694,89,890,848,143,67,1376,3417,130,537,2490,630,895,42,2628,171,1,1,2884,3309,1,1,1,1,29,17,29
Denzel Lowry,145381,DI,LOUISVILLE,5,5,0,0,0,0,210,1,0,60,63,79.9,58.5,63.2,50.7,0,1,0,0,0,11.1,1,0,0,0,0,0,0,0,0,0,113,112,44,65,0,3,0,1,46,67,0,3,3,1,0,1,0,0,0,0,Louisville,0,Louisville,2191,738,425,428,23,32,2326,2677,1531,2415,2518,3227,1190,1587,66,505,2413,1002,1154,16,3165,1473,3462,2259,895,156,462,3016,995,1376,3120,1049,1818,2490,2065,2761,700,2628,1908,1,1,2393,1727,1,1,1,1,29,17,29
Wayne Matthews III,145382,LB,MICH STATE,6,13,0,75,0,0,223,0,0,63.8,71.1,84.9,67.2,78,71.2,1,1,0,1,59,10.3,4,0,0,115.8,15,0,0,224,2,174,307,19,0,0,19,0,3,288,18,115,58,11,22,1,20,2,2,186,180,12.4,Michigan State,223,Michigan State,199,58,425,428,341,32,1450,1072,175,866,434,1819,489,1587,66,109,132,1002,1154,16,156,970,251,428,1787,890,1455,1004,1394,890,427,1684,794,294,434,391,700,264,1480,3397,1,2340,3689,1,3949,4343,4324,4377,4542,3693
Alonzo Ford Jr.,145383,DI,PENN STATE,6,1,0,0,0,0,266,0,0,60.6,65,34.8,61.5,65,73.2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,165,165,21,143,0,1,0,0,72,93,0,2,2,0,0,1,0,0,0,0,Penn State,266,Penn State,199,2423,425,428,341,32,2193,2224,3859,1640,2207,1545,1190,1587,66,109,2413,1002,1154,16,3165,1473,3462,1681,574,307,152,3016,1184,1376,3417,724,1258,2490,2445,3090,1707,2628,1908,1,1,1,1,3245,1,1,1,29,17,29
Chazz Wallace,145384,DI,NC STATE,7,0,0,0,0,0,248,0,0,60,65.3,78.2,60.2,66,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,12,69,0,6,0,0,45,42,0,3,3,0,0,0,0,0,0,0,North Carolina State,248,North Carolina State,1,3291,425,428,341,32,2326,2162,1983,1820,2014,1545,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,2578,1049,434,438,3016,805,1376,3417,1070,2493,2490,2065,2761,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Keyshawn Hunter,145385,DI,DELAWARE,5,3,0,0,2,0,151,0,0,0,64.7,38.2,75.7,55,78.3,3,3,0,0,0,11.1,1,0,2,0,0,2,0,0,0,0,154,154,129,25,0,0,0,0,90,64,0,5,5,0,0,8,0,0,0,0,Delaware,0,Delaware,2191,1362,425,428,341,32,3918,2294,3835,302,3847,720,106,854,66,505,2413,1002,188,16,3165,1473,3462,1801,635,22,727,3016,1394,1376,3417,521,1891,2490,1426,2272,1707,2628,415,1,4538,2393,1727,4109,1,1,1,29,17,29
Peyton Stevenson,145394,S,RICE,7,7,0,73.3,0,0,275,0,0,63.7,62.2,85.5,60.3,57.4,63.9,0,0,0,1,38,15.2,5,0,0,90.7,11,0,0,136,2,207,403,9,0,0,9,0,155,394,8,188,101,10,21,3,15,0,1,119,41,10.8,Rice,275,Rice,1,389,425,428,341,32,1469,2847,119,1802,3622,2372,1190,2336,66,109,465,1002,1154,16,386,970,71,40,2216,890,1455,1394,1394,89,46,2147,58,137,521,425,116,523,2602,3372,1,2898,3975,1,3205,4041,3728,4050,3708,3414
Elroyal Morris III,145406,DI,RICE,3,0,0,0,0,0,275,0,0,0,50.4,79.2,56.2,49.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,34,15,0,0,0,0,19,30,0,0,0,0,0,1,0,0,0,0,Rice,275,Rice,3247,3291,425,428,341,32,3918,4235,1711,2986,4225,4198,489,2336,66,505,2413,1002,1154,16,3165,1473,3462,3106,1342,199,848,3016,1394,1376,3417,1659,2836,2490,3617,3974,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Marcus Williams,145407,S,RICE,7,7,0,68,0,1,275,0,0,73.4,78.6,23.1,0,90.1,80.3,0,0,0,0,41,8.5,4,2,1,101.1,17,0,0,94,0,199,372,0,0,0,0,0,151,372,0,173,127,12,36,3,25,0,1,174,110,10.2,Rice,275,Rice,1,389,425,64,341,32,392,300,4024,3662,40,469,1190,2336,66,505,381,179,1154,16,619,1473,98,107,3532,890,1455,3016,1394,99,84,3637,117,92,352,45,116,112,2602,3166,1,2111,3689,3245,3590,4429,3728,4341,4442,3294
Jalen Hargrove,145412,DI,UCLA,1,0,0,0,0,0,324,0,0,0,50.1,67.8,60,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,UCLA,324,UCLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Toles,145431,CB,SO MISS,4,1,0,0,0,0,296,0,0,68,69,74.8,0,64.6,76.6,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,28,20,29,0,0,0,0,0,0,29,0,9,1,0,1,0,1,0,0,0,0,0,Southern Miss,296,Southern Miss,2805,2423,425,428,341,32,864,1419,2700,3662,2268,966,1190,2336,66,505,2413,1002,1154,16,3165,574,1962,3517,3532,890,1455,3016,1394,1376,2069,3637,3806,2208,3617,3496,1707,2167,2602,1,1,1,1,1,2023,1,1,29,17,29
T'sai McDaniel,145466,CB,UAB,6,0,0,54.5,0,0,321,0,0,44.5,48.9,81,59.5,60.9,51.2,0,0,0,0,41,21.4,3,0,1,117.6,6,0,0,35,36,71,160,5,0,0,5,0,0,155,1,88,84,5,11,0,11,0,1,105,19,17.5,UAB,321,UAB,199,3291,425,428,341,32,3772,4321,1208,2118,2970,3195,1190,2336,66,505,381,1002,1154,16,1143,543,1209,1732,2529,890,1455,1734,1394,1376,1089,3256,1334,182,1426,1201,1707,828,2602,2603,1,3578,3309,3245,3998,3416,3728,3934,3140,4231
Jimmori Robinson,145523,ED,W VIRGINIA,3,0,0,100,0,0,343,0,0,53.1,63.6,23,69.4,65,73,0,3,0,0,14,0,0,0,1,118.8,1,0,0,0,0,11,106,105,1,1,103,0,0,1,42,53,1,1,1,0,1,3,0,14,0,14,West Virginia,343,West Virginia,3247,3291,425,428,341,32,3392,2540,4026,678,2207,1601,1190,854,66,505,1685,1002,1154,16,3165,1473,2311,2348,934,781,1350,381,1394,1376,3120,1115,2193,2208,2947,3496,1707,2167,1189,3917,1,1,1,3245,4013,2104,1,2548,17,3926
Ronald Triplette,145524,ED,GA TECH,4,0,0,0,0,0,176,0,0,0,66.1,79.7,60.2,68.3,62,0,2,0,0,0,14.3,1,0,0,0,0,1,0,0,0,0,87,87,0,10,69,8,0,0,48,39,0,6,6,2,0,3,0,0,0,0,Georgia Tech,176,Georgia Tech,2805,3291,425,428,341,32,3918,1998,1583,1820,1632,2508,1190,1135,66,505,2413,1002,433,16,3165,1473,3462,2578,1049,890,966,525,713,1376,3417,1030,2585,2490,1185,2051,294,2628,1189,1,1,2736,1727,1,1,1,1,29,17,29
Trey Moore,145527,ED,TEXAS,6,5,0,100,0,0,311,1,0,59,68.1,85,72,67,79,1,8,0,0,22,5.9,1,0,0,114.2,5,1,0,68,0,61,188,99,0,0,99,0,0,89,47,80,21,8,11,1,5,10,0,57,23,11.4,Texas,311,Texas,199,738,425,428,23,32,2830,1591,162,482,1861,627,489,208,66,505,1106,1002,433,16,789,1473,1302,1457,975,890,1455,398,1394,1376,1486,1042,1527,851,763,1201,700,1436,289,3917,1,1847,1727,1,3930,3258,1,3375,3273,3551
BJ Wagner,145542,S,ARK STATE,1,0,0,100,0,0,113,0,0,32.1,38,67.7,0,60,0,0,0,0,0,31,0,0,0,0,158.3,1,0,0,0,0,3,4,0,0,0,0,0,4,4,0,1,0,0,0,0,1,0,1,31,16,31,Arkansas State,113,Arkansas State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Burden,145551,LB,MEMPHIS,2,1,0,0,0,0,218,0,0,60.3,56.2,71.5,0,54.7,28.2,0,0,0,0,0,50,1,0,0,0,0,0,0,4,0,2,9,2,0,0,2,0,0,7,0,7,3,0,0,0,0,0,0,0,0,0,Memphis,218,Memphis,3692,2423,425,428,341,32,2259,3784,3293,3662,3878,3988,1190,2336,66,505,2413,1002,1154,16,2368,1473,3050,4221,2956,890,1455,2263,1394,1376,2689,3637,3953,1864,3617,3974,1707,2628,2602,1,1,4357,1727,1,1,1,1,29,17,29
Jairus Mack,145562,WR,W KENTUCKY,1,0,0,0,0,0,346,0,0,60,62.4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Western Kentucky,346,Western Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Williams,145579,S,CINCINNATI,6,5,0,80,0,1,138,0,0,62.5,70.4,78.8,0,82.7,77.6,0,0,0,0,19,6.7,1,0,0,103.3,4,0,0,84,0,62,108,0,0,0,0,0,10,108,0,46,14,2,9,0,5,0,0,44,7,11,Cincinnati,138,Cincinnati,199,738,425,64,341,32,1712,1178,1818,3662,174,819,1190,2336,66,505,1310,1002,1154,16,678,1473,1293,2328,3532,890,1455,3016,1394,665,1364,3637,2389,1085,2445,1468,1707,1436,2602,3612,1,1909,1727,1,3641,3068,1,3176,2582,3450
Dontae Pollard,145609,S,TEMPLE,6,4,0,71.4,0,0,306,0,0,65.5,65.3,81.9,52.7,65,53.3,0,0,0,0,13,21.9,7,0,0,119,5,0,0,135,1,116,244,0,0,0,0,0,78,244,7,121,30,6,21,0,7,0,2,30,3,6,Temple,306,Temple,199,1027,425,428,341,32,1166,2162,914,3479,2207,3081,1190,2336,66,505,1767,1002,1154,16,389,1128,783,918,3532,890,1455,3016,1394,287,672,2250,685,634,1185,425,1707,1225,2602,3289,1,3617,4311,1,4185,3258,4324,2934,2349,2460
Darrian Lewis,145611,S,W VIRGINIA,6,8,0,81,0,0,343,0,0,59.7,65.7,84.4,64.4,76.7,67.6,1,0,0,2,41,14.9,7,0,2,111.7,17,0,0,107,3,149,282,4,0,0,4,0,99,278,3,130,69,6,32,0,21,1,3,227,103,13.4,West Virginia,343,West Virginia,199,289,425,428,341,32,2731,2089,266,1231,543,2126,489,2336,66,20,381,1002,1154,16,536,884,476,613,2663,890,1455,1871,1394,223,479,2783,517,239,1185,93,1707,230,1908,3700,1,2880,4311,4109,3868,4429,4483,4454,4416,3853
Drew Hughes,145617,DI,BALL ST,6,5,0,0,0,0,117,0,0,62,67.7,82.4,60.3,69.7,52.1,1,1,0,0,0,16.7,3,0,0,0,0,2,0,2,0,0,235,233,44,180,2,7,0,2,132,103,0,8,10,0,0,4,0,0,0,0,Ball State,117,Ball State,199,738,425,428,341,32,1837,1664,772,1802,1417,3149,489,1587,66,505,2413,1002,188,16,2615,1473,3462,991,212,156,74,2263,756,1376,2999,165,1047,2490,763,1327,1707,2628,965,1,1,3015,3309,1,1,1,1,29,17,29
Joey Stemler,145618,LB,BALL ST,6,6,0,80,0,1,117,1,0,73.4,70.1,0,68.4,64.5,59.9,1,2,0,0,16,16.7,5,1,1,93.6,12,0,0,139,0,90,170,3,0,0,3,0,2,167,12,68,26,10,19,0,15,3,0,97,49,8.1,Ball State,117,Ball State,199,539,425,64,23,32,392,1234,4253,759,2285,2621,489,1135,66,505,1517,425,1154,16,377,1473,1017,1633,2771,890,1455,2016,1394,970,1034,1922,1798,716,521,542,1707,523,1189,3612,1,3015,3975,3245,3321,4141,1,3850,3877,2850
Jack Beebe,145620,LB,BALL ST,6,4,0,100,0,0,117,0,0,44.9,50.1,0.9,68.7,59.2,59.7,1,1,0,0,29,15.4,4,0,1,116.1,8,0,0,159,0,90,190,6,0,0,6,0,0,184,8,92,25,10,18,1,8,2,0,95,67,11.9,Ball State,117,Ball State,199,1027,425,428,341,32,3759,4249,4246,737,3406,2636,489,1587,66,505,763,1002,1154,16,308,1473,1017,1434,2416,890,1455,1627,1394,1376,954,2147,1276,736,521,600,700,1101,1480,3917,1,2901,3689,3245,3955,3714,1,3826,4143,3613
Jackson Wiegold,145624,LB,BALL ST,5,4,0,50,0,0,117,0,0,61.3,56.2,78.8,54.2,50.4,85.8,0,1,0,0,22,0,0,3,0,70.1,3,0,0,109,0,68,135,7,0,0,7,0,0,128,8,59,19,1,9,1,6,1,0,38,39,12.7,Ball State,117,Ball State,2191,1027,425,428,341,32,2007,3784,1818,3347,4179,91,1190,1587,66,505,1106,64,1154,16,528,1473,1233,2015,2348,890,1455,1545,1394,1376,1239,2147,2027,910,2947,1468,700,1327,1908,2338,1,1,1,1,2611,2868,1,3069,3658,3733
Vaughn Pemberton,145628,LB,BOSTON COL,1,0,0,0,0,0,121,0,0,0,36.2,63.9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Boston College,121,Boston College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Baldwin,145629,CB,CHARLOTTE,6,0,0,85.7,0,0,136,0,0,47.2,51,79.9,0,62.8,82.5,0,0,0,0,51,0,0,1,0,158.3,6,0,0,24,97,55,130,9,0,0,9,0,0,121,0,75,0,0,6,0,7,0,4,119,8,19.8,Charlotte,136,Charlotte,199,3291,425,428,341,32,3705,4197,1531,3662,2593,257,1190,2336,66,505,210,425,1154,16,1370,394,1378,2077,2216,890,1455,1394,1394,1376,1290,3637,1647,2490,3617,2051,1707,1225,2602,3794,1,1,1,1,4490,3416,4536,4050,2645,4338
Dierre Kelly,145652,DI,BOWL GREEN,6,1,0,0,0,0,122,0,0,0,61.9,48.8,61.9,62.2,45.9,0,5,0,0,0,16.7,2,0,1,0,0,0,0,1,0,0,243,242,8,190,8,36,0,1,125,118,0,7,9,2,0,5,0,0,0,0,Bowling Green,122,Bowling Green,199,2423,425,428,341,32,3918,2891,3741,1582,2708,3473,1190,461,66,505,2413,1002,1154,16,2802,1473,3462,924,180,500,61,1470,227,1376,3120,213,737,2490,949,1468,294,2628,780,1,1,3015,2682,3245,1,1,1,29,17,29
Cashius Howell,145655,ED,TEXAS A&M,6,4,0,0,0,0,312,0,0,71.3,86.8,56.3,90.5,71.7,79.1,1,15,0,0,0,8.3,1,1,1,39.6,0,8,0,0,1,30,267,254,0,0,254,0,0,13,134,103,11,12,7,1,3,24,0,0,0,0,Texas A&M,312,Texas A&M,199,1027,425,428,341,32,559,63,3691,37,1103,607,489,26,66,505,2413,425,3,16,3165,1128,1747,720,144,890,1455,42,1394,1376,2449,157,1047,1222,352,1823,700,1712,12,1,1,2057,1727,3245,2023,1,1,29,17,29
Victor Vazquez,145656,CB,BOWL GREEN,4,0,0,50,0,0,122,0,0,56.4,55.8,76.6,56,60.3,0,0,1,0,0,6,0,0,0,0,56.3,1,0,0,1,0,10,18,0,0,0,0,0,1,18,2,6,16,0,0,0,2,1,0,6,1,6,Bowling Green,122,Bowling Green,2805,3291,425,428,341,32,3123,3831,2359,3019,3089,4198,1190,1587,66,505,2196,1002,1154,16,2802,1473,2355,3837,3532,890,1455,3016,1394,1112,2308,3007,4047,1006,3617,3974,1707,1902,1908,2338,1,1,1,1,2353,2104,1,2288,2223,2460
Denver Warren,145660,DI,UAB,6,4,0,0,0,0,321,0,0,60,59.6,47.4,64.3,57.3,59,0,2,0,0,0,16.7,2,0,1,0,0,1,0,1,0,0,237,236,5,200,3,28,0,1,97,140,0,4,6,1,0,3,0,0,0,0,UAB,321,UAB,199,1027,425,428,341,32,2326,3334,3754,1240,3636,2696,1190,1135,66,505,2413,1002,433,16,2802,1473,3462,980,204,578,45,2016,310,1376,3120,452,386,2490,1726,2051,700,2628,1189,1,1,3015,2682,3245,1,1,1,29,17,29
Lawai'a Brown,145704,LB,C MICHIGAN,6,4,0,100,0,0,134,0,0,46.5,64.1,81.2,57.1,82.5,86,0,5,0,0,21,0,0,0,0,152.1,2,0,0,116,0,58,155,32,0,0,32,0,0,123,35,62,7,7,11,0,2,5,1,22,3,11,Central Michigan,134,Central Michigan,199,1027,425,428,341,32,3728,2426,1140,2774,180,86,1190,461,66,505,1156,1002,1154,16,486,1473,1340,1785,1542,890,1455,793,1394,1376,1276,1252,1945,1452,949,1201,1707,1902,780,3917,1,1,1,1,4457,2567,3728,2758,2349,3450
Isaiah Rogers,145706,DI,CINCINNATI,6,2,0,0,0,0,138,0,0,0,62.2,82.9,58.8,63.4,51.2,1,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,176,175,130,39,1,5,0,1,116,60,0,4,5,0,0,6,0,0,0,0,Cincinnati,138,Cincinnati,199,1851,425,428,341,32,3918,2847,619,2334,2489,3195,489,625,66,505,2413,1002,433,16,2802,1473,3462,1577,513,18,605,2550,858,1376,3120,275,1996,2490,1726,2272,1707,2628,637,1,1,1,1,3245,1,1,1,29,17,29
Jonah Pace,145712,DI,IOWA,6,4,0,0,0,0,192,0,0,60.1,70.3,81.6,81.9,58.1,25.8,1,9,0,0,0,38.5,5,0,0,0,0,0,0,0,0,0,172,172,14,157,0,1,0,0,83,89,0,3,4,1,0,10,0,0,0,0,Iowa,192,Iowa,199,1027,425,428,341,32,2304,1196,1028,117,3547,4094,489,167,66,505,2413,1002,1154,16,3165,1473,3462,1607,531,400,117,3016,1184,1376,3417,595,1314,2490,2065,2501,700,2628,289,1,1,4295,3975,1,1,1,1,29,17,29
Jonathan Decker,145715,DI,C MICHIGAN,6,4,0,0,0,0,134,0,0,60,61.2,83.3,62,58.5,77.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,204,71,128,0,5,0,0,110,94,0,6,8,1,0,4,0,0,0,0,Central Michigan,134,Central Michigan,199,1027,425,428,341,32,2326,3031,493,1570,3496,797,1190,625,66,505,2413,1002,1154,16,3165,1473,3462,1276,342,91,200,3016,858,1376,3417,319,1225,2490,1185,1653,700,2628,965,1,1,1,1,1,1,1,1,29,17,29
Dakota Cochran,145721,LB,C MICHIGAN,6,9,0,69.2,0,0,134,1,0,53.1,62.6,81.9,68.2,68.8,80.7,1,5,1,1,32,8.3,3,0,0,90.9,9,0,0,211,0,135,289,37,0,0,37,0,0,252,34,120,41,13,24,0,13,6,1,117,54,13,Central Michigan,134,Central Michigan,199,209,425,428,23,32,3392,2760,914,775,1568,423,489,461,5,109,666,1002,1154,16,185,1473,606,562,1483,890,1455,735,1394,1376,622,1271,705,476,283,300,1707,675,637,3195,1,2057,3309,1,3210,3826,3728,4030,3969,3783
