player,player_id,position,team_name,2025 Team,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Ezra Odinjor,170074,ED,UAB,UAB,3,1,0,100,0,0,321,0,0,64.1,65.4,29.1,57,71.5,80.4,0,3,0,0,8,0,0,0,1,100,1,0,0,0,0,2,130,130,0,1,120,9,0,0,52,76,0,1,6,0,1,3,0,8,9,8,73,1489,230,214,166,19,1170,1970,3744,2437,967,425,737,315,33,270,1556,632,711,10,2676,1120,2642,641,105,735,1185,48,415,1095,2937,319,198,2115,2108,986,1063,1725,567,3533,1,1,1,3446,3427,2198,1,2512,2935,2904
Collins Acheampong,170080,ED,BOWL GREEN,Bowling Green,3,0,1,0,0,0,122,0,0,0,35.2,74.6,64.3,28.8,17.8,0,2,0,0,0,100,1,0,0,0,0,0,0,0,0,0,24,24,0,7,13,4,0,0,10,14,0,0,0,0,0,2,0,0,0,0,73,2533,21,214,166,19,3356,4164,2594,1043,4171,3756,737,545,33,270,1950,632,711,10,2676,1120,3027,3065,1321,735,867,850,652,1095,2937,1564,2848,2115,2999,3465,1063,2196,855,1,1,4127,2199,1,1,1,1,37,18,37
Rueben Bain Jr.,170082,ED,MIAMI FL,Miami (FL),3,3,1,0,0,2,220,0,0,64.8,94.2,81.9,90.4,92.2,67.1,1,9,0,1,0,12.5,2,0,0,0,0,2,0,0,0,0,129,129,0,1,112,16,0,0,72,57,0,11,11,2,0,12,0,0,0,0,73,464,21,1,166,19,1062,4,240,32,6,2142,189,13,33,34,1950,632,44,10,2676,1120,3027,660,109,735,1185,70,228,1095,2937,102,637,2115,50,326,73,2196,19,1,1,2582,3215,1,1,1,1,37,18,37
Malik Bryant,170083,ED,MIAMI FL,Miami (FL),2,1,0,0,0,0,220,0,0,60.9,65.6,78.2,62.5,62.8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,25,21,0,0,21,0,0,4,16,8,0,1,2,0,0,0,0,0,0,0,2465,1489,230,214,166,19,1798,1932,1429,1251,2321,854,737,1691,33,270,1950,632,711,10,1937,1120,2777,3031,1374,735,1286,667,1153,1095,2563,1253,3379,2115,2108,2270,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Kaleb Spencer,170093,LB,VA TECH,Virginia Tech,3,5,0,0,0,0,337,0,0,55,69.8,72.7,0,78.7,65.8,0,0,0,0,0,10,1,0,0,0,0,0,0,31,0,12,31,0,0,0,0,0,0,31,0,19,0,2,4,0,0,0,0,0,0,0,73,137,230,214,166,19,2760,1183,3026,3161,292,2206,737,1691,33,270,1950,632,711,10,787,1120,1819,2839,3005,735,1286,2407,1153,1095,1645,3142,2503,2115,1502,1468,1063,2196,2030,1,1,2415,2199,1,1,1,1,37,18,37
Jayden Wayne,170098,ED,CAL,California,3,1,0,0,0,0,130,0,0,60.4,55,2.3,61,51.9,34.9,1,3,0,0,0,33.3,1,0,1,0,0,1,0,0,0,1,69,69,0,2,34,33,0,0,51,17,0,1,1,0,0,5,0,0,0,0,73,1489,230,214,166,19,1925,3554,3861,1423,3707,3381,189,315,33,270,1950,632,178,10,2676,1120,2777,1847,652,735,1109,508,59,1095,2937,337,2643,2115,2108,2822,1063,2196,262,1,1,3675,2199,3446,1,1,1,37,18,37
Amare Campbell,170102,LB,PENN STATE,Penn State,3,1,0,50,0,0,266,0,0,71.5,78.6,78.2,63.3,79.5,79,0,0,0,0,5,5,1,0,0,56.3,2,1,0,103,0,47,119,2,0,0,2,0,0,117,5,67,14,10,18,2,4,1,0,8,13,4,73,1489,230,214,166,19,496,313,1429,1153,237,601,737,1691,33,270,1758,632,178,10,165,1120,896,818,2437,735,1286,1678,1153,1095,606,1964,359,641,69,46,73,964,1263,2416,1,2213,2199,1,2447,2727,1,2512,3152,2417
Michael Short,170110,LB,VA TECH,Virginia Tech,3,2,1,66.7,0,0,337,0,0,41,55,77.1,64.6,64.5,51.7,1,2,0,0,12,19,4,0,0,84,2,0,0,81,0,28,86,4,0,0,4,0,0,82,4,54,1,8,15,2,3,3,0,19,16,9.5,73,855,21,214,166,19,3292,3554,1823,1018,2007,2828,189,545,33,270,1264,632,711,10,270,1120,1334,1433,2199,735,1286,1369,1153,1095,972,2112,753,1813,151,110,73,1175,567,2926,1,3072,3944,1,3043,2727,1,2902,3291,3145
Tyler Thompson,170111,ED,N CAROLINA,North Carolina,3,1,0,0,0,0,245,0,0,61.1,67.6,81.8,70.2,59.5,38,0,3,0,0,0,40,2,0,0,0,0,0,0,1,0,2,70,68,0,1,67,0,0,2,35,33,1,1,2,0,0,3,0,0,0,0,73,1489,230,214,166,19,1750,1529,257,498,3084,3289,737,315,33,270,1950,632,711,10,2385,1120,2642,1823,668,735,1185,253,1153,1095,2646,664,1683,1813,2108,2270,1063,2196,567,1,1,3873,3215,1,1,1,1,37,18,37
Thomas Aden,170112,DI,KENT STATE,Kent State,3,3,0,0,0,0,201,0,0,0,70.7,78.6,61.2,74.4,73.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,9,64,0,19,0,0,54,38,0,0,0,0,0,3,0,0,0,0,73,464,230,214,166,19,3356,1065,1280,1397,624,1561,737,315,33,270,1950,632,711,10,2676,1120,3027,1311,382,309,164,2407,190,1095,2937,286,1430,2115,2999,3465,1063,2196,567,1,1,1,1,1,1,1,1,37,18,37
Abe Ibrahim,170117,LB,PITTSBURGH,Pittsburgh,2,1,0,0,0,0,268,0,0,60.9,86,71.5,74.5,72.1,76.4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,13,1,0,0,1,0,0,12,1,8,0,1,1,1,0,0,0,0,0,0,2465,1489,230,214,166,19,1798,83,3267,274,893,980,737,1691,33,270,1950,632,711,10,1296,1120,2398,3599,2628,735,1286,1929,1153,1095,2152,2728,3379,2115,2108,2822,305,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Braylan Lovelace,170119,LB,PITTSBURGH,Pittsburgh,3,8,0,50,0,0,268,0,0,72.4,78.1,81.7,57.2,79.6,45.8,1,5,0,1,13,22.2,6,1,0,17.7,2,0,0,199,0,70,202,1,0,0,1,0,0,201,31,101,2,8,13,1,4,6,0,13,14,6.5,73,26,230,214,166,19,413,339,271,2393,231,3068,189,101,33,34,1192,158,711,10,4,1120,490,49,2628,735,1286,1929,1153,1095,37,785,36,1593,151,199,305,964,173,2416,1,3269,4145,1,2046,2727,1,2701,3200,2709
Isaiah Neal,170121,DI,PITTSBURGH,Pittsburgh,3,3,1,0,0,0,268,0,0,72.2,71.3,9.9,80.5,55.9,65.9,3,3,0,0,0,12.5,1,0,1,0,0,1,0,8,0,0,85,77,18,42,16,1,0,8,51,34,0,5,4,2,0,7,0,0,0,0,73,464,21,214,166,19,433,979,3827,119,3430,2201,16,315,33,270,1950,632,178,10,1542,1120,3027,1458,546,173,337,775,950,1095,2329,337,1631,2115,499,1468,73,2196,111,1,1,2582,2199,3446,1,1,1,37,18,37
Gabe Sneed,170138,ED,VIRGINIA,Virginia,1,0,0,0,0,0,335,0,0,0,64.9,70.3,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,3356,2055,3453,1043,4175,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,4111,2080,735,1286,1369,950,1095,2937,1964,4175,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Maddux Borcherding-Johnson,170144,DI,IOWA,Iowa,1,0,0,0,0,0,192,0,0,0,71.1,70.2,59.9,69.2,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,6,0,0,0,0,2,5,0,2,3,1,0,0,0,0,0,0,3554,2533,230,214,166,19,3356,1010,3470,1695,1269,1587,737,1691,33,270,1950,632,711,10,2676,1120,3027,3952,1926,630,907,2407,1153,1095,2937,2452,3709,2115,1502,1803,305,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Nolan DeLong,170148,LB,IOWA,Iowa,1,0,0,0,0,0,192,0,0,60,60.7,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Lutmer,170162,S,IOWA,Iowa,3,3,0,60,0,0,192,0,0,72.3,73.1,83.4,66.9,69.1,67.7,0,1,0,0,9,13.3,2,1,0,97.9,6,1,0,25,0,71,126,14,0,0,14,0,4,112,3,52,83,9,10,1,10,2,1,23,33,3.8,73,464,230,214,166,19,426,748,80,767,1279,2118,737,943,33,270,1471,158,178,10,899,1120,474,710,1583,735,1286,823,1153,679,652,2258,826,52,106,406,305,251,855,2792,1,2686,3215,1,3387,3769,3776,3032,3764,2412
Kenneth Merrieweather,170166,ED,IOWA,Iowa,3,2,0,0,0,0,192,0,0,60,53,77.7,55.9,52.3,42.8,0,2,0,0,0,33.3,2,0,0,0,0,0,0,0,0,1,52,52,0,0,36,16,0,0,28,23,0,2,2,1,0,2,0,0,0,0,73,855,230,214,166,19,2004,3719,1616,2676,3691,3152,737,545,33,270,1950,632,711,10,2676,1120,2777,2280,875,735,1286,484,228,1095,2937,861,2259,2115,1502,2270,305,2196,855,1,1,3675,3215,1,1,1,1,37,18,37
Alex Mota,170167,CB,IOWA,Iowa,1,0,0,0,0,0,192,0,0,61.7,63,70.1,0,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,9,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,1587,2397,3485,3161,2730,3761,737,1691,33,270,1950,632,711,10,2385,656,2515,3829,3005,735,1286,2407,1153,1095,2276,3142,3595,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
John Nestor,170169,CB,MINNESOTA,Minnesota,3,0,0,50,0,0,225,0,0,84.1,84.3,80.4,0,73.2,65.5,0,0,1,2,11,11.1,1,2,1,16.7,7,0,0,4,113,75,123,2,0,0,2,0,1,121,0,48,3,4,8,1,14,0,0,39,12,5.6,73,2533,230,214,166,19,52,104,603,3161,762,2223,737,1691,2,6,1340,48,711,10,1937,152,402,751,2437,735,1286,1678,1153,862,563,3142,970,1436,713,638,305,87,2030,2416,1,2485,2199,3446,2040,3902,1,3387,3104,2584
Anterio Thompson,170176,DI,WASHINGTON,Washington,2,3,0,0,0,0,340,0,0,0,61.6,77.4,65,57,75.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,14,48,1,6,0,1,42,28,0,1,1,0,0,4,0,0,0,0,2465,464,230,214,166,19,3356,2655,1723,963,3337,1163,737,183,33,270,1950,632,711,10,2676,1120,3027,1823,652,227,286,1929,542,1095,2718,516,1963,2115,2108,2822,1063,2196,367,1,1,1,1,1,1,1,1,37,18,37
Neeo Avery,170182,ED,MARYLAND,Maryland,1,0,0,0,0,0,215,0,0,0,76.6,74.7,77.2,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,7,4,0,0,0,0,0,1,0,0,0,0,3554,2533,230,214,166,19,3356,435,2572,187,2865,3761,189,1691,33,270,1950,632,711,10,2676,1120,3027,3707,1697,735,1286,919,1153,1095,2937,1774,3832,2115,2999,3465,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Dior Boyd,170186,S,E MICHIGAN,Eastern Michigan,1,0,0,0,0,0,160,0,0,0,60,65.3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamarcus Cooley,170189,S,LSU,LSU,3,4,0,91.7,0,0,211,0,0,59.4,59.4,0,46.8,72.3,46.7,0,1,0,1,18,25,6,0,2,93.1,11,0,0,35,0,129,188,0,0,0,0,0,85,188,2,57,68,1,14,0,12,1,1,96,66,8.7,73,244,230,214,166,19,2389,3021,3879,3137,869,3035,737,943,33,34,840,632,711,10,728,1120,8,94,3005,735,1286,2407,1153,57,72,2452,637,84,2108,154,1063,152,1263,3524,1,3355,4145,4052,3269,4130,3776,4001,4107,3022
Dillan Fontus,170192,DI,MARYLAND,Maryland,3,3,0,0,0,0,215,0,0,59.3,71.5,15,69.8,73.5,78.4,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,92,92,5,63,7,17,0,0,47,44,0,5,5,2,0,4,0,0,0,0,73,464,230,214,166,19,2403,938,3807,526,725,675,737,545,33,270,1950,632,44,10,2676,1120,2777,1311,382,433,172,1104,214,1095,2937,419,1134,2115,499,1201,73,2196,367,1,1,1,1,3446,1,1,1,37,18,37
Michael Harris,170194,LB,MARYLAND,Maryland,2,1,0,0,0,0,215,0,0,62.4,71,72.1,57.4,74.2,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,16,0,0,0,0,0,0,16,2,8,1,0,3,0,0,0,0,0,0,0,2465,1489,230,214,166,19,1444,1026,3153,2339,646,493,737,1691,33,270,1950,632,711,10,1173,1120,2207,3433,3005,735,1286,2407,1153,1095,2013,2452,3379,1813,2999,1803,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Alex Moore,170199,S,MARYLAND,Maryland,2,0,0,0,0,0,215,0,0,60,50.6,61.9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevis Thomas,170207,CB,KENTUCKY,Kentucky,2,0,0,100,0,0,202,0,0,33.5,31.1,74.4,0,44.8,21.4,0,0,0,0,64,100,1,0,1,158.3,2,0,0,0,27,16,28,0,0,0,0,0,0,28,0,12,0,0,0,0,2,0,1,75,37,37.5,2465,2533,230,214,166,19,3338,4177,2636,3161,4022,3728,737,1691,33,270,46,632,711,10,2676,473,1662,2936,3005,735,1286,2407,1153,1095,1700,3142,2988,2115,2999,3465,1063,1412,2030,3533,1,4127,2199,3446,4137,2727,3776,3873,3839,4166
Daniel Wingate,170212,LB,MARYLAND,Maryland,3,10,0,81.3,0,0,215,0,0,72.3,86.2,11.4,75.5,91.2,73.3,2,2,1,1,18,11.4,4,0,1,65.6,13,0,0,138,1,81,160,7,0,0,7,0,0,153,12,67,14,16,21,2,16,4,0,96,88,7.4,73,7,230,214,166,19,426,79,3825,237,14,1579,60,545,2,34,840,632,711,10,68,861,303,295,1926,735,1286,1104,1153,1095,268,1430,359,641,6,20,73,50,367,3400,1,2563,3944,3446,2620,4171,1,4001,4164,2845
Dwight Bootle II,170218,CB,CHARLOTTE,Charlotte,3,0,0,46.2,0,0,136,0,0,76.5,74.8,79,59.1,59.7,82.1,0,0,0,0,24,0,0,1,0,86.1,6,0,0,11,99,79,122,1,0,0,1,0,0,121,1,42,11,2,7,0,13,0,1,62,8,10.3,73,2533,230,214,166,19,209,579,1107,1939,3065,266,737,1691,33,270,557,158,711,10,1346,196,339,770,2628,735,1286,1929,1153,1095,563,2728,1236,773,1502,794,1063,123,2030,2412,1,1,1,1,3088,3769,3776,3738,2875,3275
Vincent Carroll-Jackson,170219,DI,UCONN,Connecticut,3,3,0,0,0,0,146,0,0,58.8,63.9,82,65.3,61.5,76,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,171,171,77,78,4,12,0,0,95,70,0,3,3,0,0,7,0,0,0,0,73,464,230,214,166,19,2445,2239,220,928,2536,1068,189,56,33,270,1950,632,711,10,2676,1120,2207,192,11,10,100,1369,314,1095,2937,19,300,2115,1028,1803,1063,2196,111,1,1,1,1,1,1,1,1,37,18,37
Jeremiah Charles,170220,CB,NEBRASKA,Nebraska,2,0,0,50,0,0,238,0,0,67.5,60.2,74.7,0,40.7,52.5,0,0,0,0,4,33.3,1,0,0,56.3,1,0,0,1,33,14,34,0,0,0,0,0,0,34,0,20,0,0,2,0,2,0,0,4,0,4,2465,2533,230,214,166,19,757,2887,2572,3161,4106,2792,737,1691,33,270,1808,632,711,10,2385,448,1742,2754,3005,735,1286,2407,1153,1095,1597,3142,2441,2115,2999,2270,1063,1412,2030,2416,1,3675,2199,1,2447,2198,1,2333,18,2417
Korver Demma,170222,ED,C MICHIGAN,Central Michigan,3,1,0,100,0,0,134,0,0,60.7,58.2,0,61,64.2,47.6,0,2,0,0,10,30,3,0,2,108.3,1,0,0,3,0,3,93,90,0,0,90,0,0,3,50,40,0,5,6,1,1,2,0,10,8,10,73,1489,230,214,166,19,1855,3197,3879,1423,2066,2993,737,545,33,270,1406,632,711,10,2055,1120,2515,1295,407,735,1286,141,1153,1095,2604,363,1323,2115,499,986,305,1725,855,3533,1,3648,3702,4052,3565,2198,1,2590,2875,3199
Mason Goldman,170226,ED,NEBRASKA,Nebraska,2,0,0,0,0,0,238,0,0,0,64.9,74.8,57.4,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,17,1,0,0,6,12,0,0,0,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,2055,2540,2339,1701,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,3331,1455,735,1286,750,950,1095,2937,1854,2988,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Sua Lefotu,170231,DI,NEBRASKA,Nebraska,2,0,0,0,0,0,238,0,0,0,74.6,74.5,64,73.7,27.6,0,0,0,0,0,100,1,0,0,0,0,1,0,0,0,0,24,24,5,19,0,0,0,0,10,14,0,0,0,0,0,1,0,0,0,0,2465,2533,230,214,166,19,3356,596,2614,1082,704,3582,737,1691,33,270,1950,632,178,10,2676,1120,3027,3065,1321,433,596,2407,1153,1095,2937,1564,2848,2115,2999,3465,1063,2196,1263,1,1,4127,2199,1,1,1,1,37,18,37
Cameron Lenhardt,170232,ED,NEBRASKA,Nebraska,3,4,0,0,0,0,238,0,0,60.1,72.1,78.7,60.5,76.7,78.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,6,11,37,21,0,0,41,34,0,2,3,1,0,2,0,0,0,0,73,244,230,214,166,19,1982,847,1232,1482,426,704,189,943,33,270,1950,632,711,10,2676,1120,3027,1702,577,392,732,475,168,1095,2937,536,1631,2115,1502,1803,305,2196,855,1,1,1,1,1,1,1,1,37,18,37
Maverick Noonan,170236,ED,NEBRASKA,Nebraska,2,0,0,0,0,0,238,1,0,0,72.9,73.2,57.9,73.4,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,12,2,0,0,4,10,0,0,1,0,0,0,0,0,0,0,2465,2533,230,214,10,19,3356,768,2925,2237,735,1849,737,1691,33,270,1950,632,711,10,2676,1120,3027,3535,1583,735,1286,883,837,1095,2937,2112,3180,2115,2999,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Dylan Rogers,170237,ED,NEBRASKA,Nebraska,2,0,0,0,0,0,238,0,0,0,67.6,72.3,59.8,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,1529,3121,1719,2321,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,4026,1988,735,1286,1163,1153,1095,2937,2452,3832,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Rahmir Stewart,170243,S,NEBRASKA,Nebraska,2,0,0,0,0,0,238,0,0,60,51.2,63.8,0,57.5,26.3,0,0,0,0,0,100,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princewill Umanmielen,170245,ED,OLE MISS,Mississippi,3,2,0,100,1,0,226,0,0,73.5,66.9,18.9,63.6,65.7,61.7,1,4,0,0,2,22.2,2,0,1,79.2,1,1,0,1,0,8,104,99,0,0,99,0,0,5,48,48,4,5,5,1,1,6,0,2,8,2,73,855,230,214,166,19,343,1676,3788,1117,1788,2386,189,183,33,270,1907,632,178,10,2385,1120,2049,1066,303,735,1286,104,1153,1095,2506,403,970,1310,499,1201,305,1725,173,3533,4086,3269,3215,3446,2831,2198,1,2269,2875,2291
Riley Van Poppel,170246,DI,NEBRASKA,Nebraska,3,0,0,0,0,1,238,0,0,60,64,77.9,70.4,56,72.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,49,19,27,0,3,0,0,24,25,0,2,1,0,0,2,0,0,0,0,73,2533,230,13,166,19,2004,2221,1551,480,3423,1699,737,943,33,270,1950,632,178,10,2676,1120,3027,2361,922,165,495,2407,749,1095,2937,986,2141,2115,1502,2822,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Malik Hartford,170252,S,OHIO STATE,Ohio State,2,1,0,0,0,0,260,0,0,59.7,63.6,77,0,67.7,45.5,0,0,0,0,0,33.3,1,0,0,39.6,0,0,0,5,0,16,38,1,0,0,1,0,29,37,0,22,3,0,1,0,1,0,0,0,0,0,2465,1489,230,214,166,19,2359,2283,1857,3161,1469,3076,737,1691,33,270,1950,632,711,10,1815,1120,1662,2638,2628,735,1286,1929,1153,336,1547,3142,2329,1436,2999,2822,1063,1725,2030,1,1,3675,2199,1,2101,1,1,37,18,37
Jermaine Mathews Jr.,170257,CB,OHIO STATE,Ohio State,3,0,0,71.4,0,0,260,0,0,76.9,72.6,81.1,46.8,56.9,51.4,0,1,0,1,32,25,2,1,0,94.9,5,0,0,3,100,75,142,0,0,0,0,0,4,142,2,65,35,1,6,0,7,1,1,56,6,11.2,73,2533,230,214,166,19,197,797,409,3137,3344,2836,737,943,33,34,340,158,711,10,2055,193,402,483,3005,735,1286,2407,1153,679,375,2452,413,226,2108,986,1063,503,1263,3126,1,3355,3215,1,3304,3604,3776,3666,2729,3397
Kayden McDonald,170258,DI,OHIO STATE,Ohio State,3,5,0,0,0,1,260,0,0,60,90.7,79.2,68.6,92,79.2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,74,32,39,0,3,0,0,35,39,0,6,8,1,0,3,0,0,0,0,73,137,230,13,166,19,2004,30,1027,623,8,576,737,545,33,270,1950,632,178,10,2676,1120,3027,1718,585,87,376,2407,749,1095,2937,664,1376,2115,333,638,305,2196,567,1,1,1,1,1,1,1,1,37,18,37
Joshua Mickens,170259,ED,OHIO STATE,Ohio State,2,0,0,0,0,0,260,0,0,60.3,72,75.6,72.8,66.3,29.9,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,2,20,20,0,0,20,0,0,0,6,12,0,1,1,0,0,1,0,0,0,0,2465,2533,230,214,166,19,1942,862,2310,346,1687,3444,737,943,33,270,1950,632,711,10,2676,1120,2642,3238,1405,735,1286,690,1153,1095,2937,1854,2988,2115,2108,2822,1063,2196,1263,1,1,3948,2199,1,1,1,1,37,18,37
Arvell Reese,170264,LB,OHIO STATE,Ohio State,3,10,1,50,0,0,260,0,0,73.4,77.1,83.5,64.1,76.5,80.5,1,4,0,0,14,5.6,1,1,0,61.5,2,2,0,62,0,43,127,57,0,0,57,0,0,70,27,57,8,9,7,0,4,7,0,17,17,8.5,73,7,21,214,166,19,349,400,75,1073,441,412,189,183,33,270,1105,158,44,10,391,1120,984,691,813,735,1286,322,1153,1095,1122,889,637,940,106,794,1063,964,111,2416,1,2224,2199,1,2566,2727,1,2838,3333,2994
Calvin Simpson-Hunt,170270,CB,BAYLOR,Baylor,2,0,0,0,0,0,118,0,0,65.3,60.5,73.7,57.7,52.8,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,10,32,0,0,0,0,0,1,32,2,20,0,0,1,0,0,0,0,0,0,0,2465,2533,230,214,166,19,996,2830,2822,2282,3663,1613,737,1691,33,270,1950,632,711,10,1937,473,1916,2806,3005,735,1286,2407,1153,862,1632,2452,2441,2115,2999,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Will Smith Jr.,170271,DI,OHIO STATE,Ohio State,3,4,0,0,0,0,260,0,0,0,81,78.4,65.3,81.8,76.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,30,26,0,0,0,0,20,36,0,2,2,0,0,1,0,0,0,0,73,244,230,214,166,19,3356,204,1353,928,147,1055,737,943,33,270,1950,632,711,10,2676,1120,3027,2170,820,101,506,2407,1153,1095,2937,1100,1520,2115,1502,2270,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Ty Blanding,170277,DI,PENN STATE,Penn State,3,0,0,0,0,0,266,0,0,0,67.7,76,54,74.8,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,2,43,0,1,0,0,26,20,0,2,2,1,0,0,0,0,0,0,73,2533,230,214,166,19,3356,1516,2188,2937,583,1739,737,1691,33,270,1950,632,711,10,2676,1120,3027,2433,969,554,329,2407,950,1095,2937,919,2441,2115,1502,2270,305,2196,2030,1,1,1,1,1,1,1,1,37,18,37
